code,year,d_drowning,d_interpersonal_violence,d_exposure_to_forces_of_nature,d_road_injuries,d_poisonings,d_fire_heat_and_hot_substances
BOL,1994,716,502,5,1933,123,249
BOL,1995,701,512,0,1949,121,245
BOL,1996,699,517,40,1944,118,241
BOL,1997,709,527,56,1982,116,239
BOL,1998,696,536,155,1988,113,234
BOL,1999,686,539,0,1985,109,231
BOL,2000,684,595,31,1986,106,224
BOL,2001,666,548,41,1962,101,215
BOL,2002,638,557,96,1953,97,208
BOL,2003,613,559,108,1929,93,200
BOL,2004,588,566,34,1905,90,194
BOL,2005,566,570,0,1872,85,189
BOL,2006,550,573,25,1867,82,184
BOL,2007,538,584,65,1894,82,183
BOL,2008,532,594,50,1908,81,181
BOL,2009,525,607,0,1921,79,179
BOL,2010,511,628,26,1933,78,177
BOL,2011,504,626,52,1947,77,176
BOL,2012,500,628,13,1959,75,175
BOL,2013,492,628,88,1949,74,174
BOL,2014,489,644,126,1949,73,174
BOL,2015,486,640,40,1976,72,174
BOL,2016,478,624,4,2017,72,175
BOL,2017,477,624,0,2037,72,175
BOL,2018,470,620,6,2014,71,174
BOL,2019,464,615,58,2037,70,174
BIH,1990,87,187,0,272,236,77
BIH,1991,104,192,0,312,256,87
BIH,1992,99,189,0,306,234,86
BIH,1993,92,179,0,283,203,83
BIH,1994,89,173,0,270,175,82
BIH,1995,88,161,0,253,144,78
BIH,1996,82,155,0,241,113,75
BIH,1997,76,156,0,240,85,73
BIH,1998,72,155,0,227,58,69
BIH,1999,72,151,0,221,39,67
BIH,2000,68,148,6,224,29,67
BIH,2001,71,143,0,230,24,67
BIH,2002,71,143,0,236,21,68
BIH,2003,64,139,0,234,20,66
BIH,2004,67,135,0,232,19,65
BIH,2005,70,131,4,246,19,68
BIH,2006,64,129,0,241,18,66
BIH,2007,68,129,0,255,19,69
BIH,2008,62,120,0,238,17,65
BIH,2009,61,115,0,230,16,63
BIH,2010,60,108,3,221,16,61
BIH,2011,54,106,0,216,16,60
BIH,2012,54,100,0,216,14,57
BIH,2013,56,95,0,222,14,55
BIH,2014,57,90,28,224,13,53
BIH,2015,54,92,0,218,14,55
BIH,2016,54,92,0,206,14,56
BIH,2017,50,88,0,202,14,55
BIH,2018,49,87,0,199,14,54
BIH,2019,48,84,0,195,13,53
BWA,1990,61,24,0,270,24,57
BWA,1991,63,27,0,289,25,60
BWA,1992,67,30,0,315,27,64
BWA,1993,70,34,0,342,28,68
BWA,1994,74,40,0,375,30,73
BWA,1995,78,49,20,406,31,78
BWA,1996,80,63,0,430,32,81
BWA,1997,83,88,0,452,33,84
BWA,1998,89,135,0,482,36,90
BWA,1999,91,209,0,498,37,93
BWA,2000,92,290,3,517,38,96
BWA,2001,94,354,0,532,39,99
BWA,2002,95,408,0,541,40,101
BWA,2003,92,453,0,531,39,100
BWA,2004,89,457,0,536,38,97
BWA,2005,87,466,0,535,37,95
BWA,2006,90,460,0,552,38,96
BWA,2007,90,459,0,561,38,95
BWA,2008,90,467,0,562,38,96
BWA,2009,90,474,0,560,38,97
BWA,2010,94,478,0,574,40,100
BWA,2011,93,477,0,577,40,100
BWA,2012,93,478,0,573,40,101
BWA,2013,93,475,12,574,40,101
BWA,2014,94,471,0,576,41,102
BWA,2015,95,473,0,567,41,103
BWA,2016,94,470,0,560,40,103
BWA,2017,95,469,0,567,41,105
BWA,2018,96,471,0,572,41,106
BWA,2019,95,469,0,574,41,107
BRA,1990,10778,43818,35,44236,390,2721
BRA,1991,10415,43618,56,43302,374,2650
BRA,1992,10108,42765,205,42739,361,2521
BRA,1993,10021,45849,4,43280,352,2481
BRA,1994,9952,47507,21,43614,335,2404
BRA,1995,9852,51099,268,44116,324,2365
BRA,1996,9782,51801,239,44659,312,2309
BRA,1997,9570,53278,114,44074,302,2236
BRA,1998,9249,55655,42,43023,296,2209
BRA,1999,9003,55424,58,42575,278,2094
BRA,2000,8819,57844,150,42084,260,2089
BRA,2001,8731,60012,121,42371,251,1984
BRA,2002,8757,61969,157,43059,249,1956
BRA,2003,8573,62076,230,43468,245,1905
BRA,2004,8518,60644,197,44289,242,1863
BRA,2005,8269,59926,88,44263,234,1793
BRA,2006,8148,60171,90,44884,232,1776
BRA,2007,8041,60023,140,45805,227,1769
BRA,2008,7903,61014,487,46857,223,1751
BRA,2009,7822,62508,165,47828,221,1742
BRA,2010,7596,62918,728,48796,219,1749
BRA,2011,7430,62969,2562,49449,216,1754
BRA,2012,7245,65597,78,49398,216,1736
BRA,2013,7015,66519,185,48900,213,2097
BRA,2014,6816,68062,119,48168,208,1691
BRA,2015,6597,68068,77,46729,201,1668
BRA,2016,6507,69640,94,46213,198,1683
BRA,2017,6266,69269,63,44794,193,1634
BRA,2018,6185,67017,22,44690,192,1690
BRA,2019,6110,65907,22,44529,190,1661
BRN,1990,21,5,0,75,2,5
BRN,1991,21,5,0,75,2,5
BRN,1992,21,6,0,76,2,5
BRN,1993,21,6,0,76,2,5
BRN,1994,21,6,0,76,2,5
BRN,1995,20,6,0,76,2,5
BRN,1996,20,6,0,77,2,5
BRN,1997,19,6,0,74,2,5
BRN,1998,19,5,0,68,2,4
BRN,1999,18,5,0,63,2,4
BRN,2000,17,5,0,59,1,4
BRN,2001,17,5,0,57,1,4
BRN,2002,16,5,0,56,1,4
BRN,2003,16,5,0,56,1,4
BRN,2004,16,5,0,56,1,4
BRN,2005,16,5,0,55,1,4
BRN,2006,15,5,0,54,1,4
BRN,2007,15,5,0,54,1,4
BRN,2008,14,6,0,52,1,4
BRN,2009,13,6,0,51,1,4
BRN,2010,14,6,0,52,1,4
BRN,2011,14,6,0,53,1,4
BRN,2012,15,6,0,55,1,4
BRN,2013,15,6,0,56,1,4
BRN,2014,15,6,0,56,1,4
BRN,2015,15,6,3,56,1,5
BRN,2016,15,6,0,56,1,5
BRN,2017,16,6,0,59,1,5
BRN,2018,16,6,0,60,1,5
BRN,2019,16,6,0,61,1,5
BGR,1990,350,380,1,1503,150,181
BGR,1991,337,434,2,1416,152,176
BGR,1992,337,497,4,1439,155,184
BGR,1993,336,518,2,1441,161,186
BGR,1994,346,577,3,1461,169,188
BGR,1995,332,538,0,1411,165,180
BGR,1996,327,551,1,1335,163,179
BGR,1997,332,519,3,1329,163,180
BGR,1998,327,464,3,1294,151,168
BGR,1999,304,388,5,1264,142,156
BGR,2000,281,417,10,1255,132,154
BGR,2001,257,366,2,1248,120,157
BGR,2002,249,338,1,1215,111,154
BGR,2003,244,322,2,1202,99,152
BGR,2004,234,314,7,1190,88,152
BGR,2005,234,281,1,1187,75,156
BGR,2006,234,245,1,1192,68,158
BGR,2007,226,236,13,1132,62,160
BGR,2008,213,220,3,1110,57,152
BGR,2009,202,225,0,1045,54,147
BGR,2010,189,195,1,977,50,139
BGR,2011,179,176,0,911,48,139
BGR,2012,172,181,6,858,46,134
BGR,2013,167,163,0,846,44,128
BGR,2014,175,178,4,744,45,126
BGR,2015,170,177,8,736,45,125
BGR,2016,167,182,0,716,45,121
BGR,2017,164,181,0,701,45,119
BGR,2018,163,182,0,692,46,118
BGR,2019,160,182,0,678,46,117
BFA,1990,546,840,0,2565,357,392
BFA,1991,542,842,0,2528,354,392
BFA,1992,539,853,0,2533,358,395
BFA,1993,544,873,0,2548,363,402
BFA,1994,555,887,22,2563,368,407
BFA,1995,553,910,0,2585,374,414
BFA,1996,553,926,0,2583,376,418
BFA,1997,557,945,0,2612,381,425
BFA,1998,567,970,0,2649,386,433
BFA,1999,564,985,6,2678,392,440
BFA,2000,590,1020,0,2779,410,464
BFA,2001,554,1012,0,2784,409,454
BFA,2002,541,1009,0,2845,417,459
BFA,2003,575,1035,0,2924,422,466
BFA,2004,589,1065,0,3026,429,475
BFA,2005,614,1103,0,3134,435,485
BFA,2006,629,1133,0,3236,437,489
BFA,2007,621,1164,52,3275,429,480
BFA,2008,636,1190,6,3347,434,488
BFA,2009,655,1234,9,3428,438,494
BFA,2010,689,1308,16,3617,456,514
BFA,2011,695,1347,0,3727,467,530
BFA,2012,746,1442,18,4018,493,559
BFA,2013,777,1541,2,4292,524,595
BFA,2014,810,1645,0,4527,545,618
BFA,2015,846,1736,8,4777,573,654
BFA,2016,890,1858,15,5054,600,686
BFA,2017,902,1952,2,5273,617,708
BFA,2018,910,2044,0,5213,628,723
BFA,2019,899,2139,0,5278,627,724
BDI,1990,368,44,0,1348,232,246
BDI,1991,360,43,0,1343,230,243
BDI,1992,344,41,0,1332,226,237
BDI,1993,330,44,0,1383,229,239
BDI,1994,335,46,0,1403,226,234
BDI,1995,329,44,0,1394,225,233
BDI,1996,306,44,0,1394,222,228
BDI,1997,313,260,0,1394,217,223
BDI,1998,306,48,0,1399,214,220
BDI,1999,294,49,0,1391,210,216
BDI,2000,279,151,0,1382,207,213
BDI,2001,290,52,0,1370,203,209
BDI,2002,311,55,0,1419,211,220
BDI,2003,324,102,0,1471,218,229
BDI,2004,307,116,3,1527,226,236
BDI,2005,338,66,0,1575,233,244
BDI,2006,352,70,22,1582,235,247
BDI,2007,349,126,5,1608,236,248
BDI,2008,329,78,9,1618,233,245
BDI,2009,335,82,0,1632,235,246
BDI,2010,354,85,9,1684,244,258
BDI,2011,360,88,12,1721,249,264
BDI,2012,333,92,0,1760,253,270
BDI,2013,369,95,0,1794,258,277
BDI,2014,362,95,96,1792,256,275
BDI,2015,347,94,37,1782,249,267
BDI,2016,323,95,26,1778,239,255
BDI,2017,306,98,6,1812,236,253
BDI,2018,326,166,0,1870,249,269
BDI,2019,325,126,10,1907,252,272
KHM,1990,1845,433,0,2526,114,317
KHM,1991,1824,440,100,2533,111,311
KHM,1992,1794,446,0,2549,109,306
KHM,1993,1767,451,0,2570,107,300
KHM,1994,1755,459,506,2599,105,296
KHM,1995,1736,466,0,2631,104,290
KHM,1996,1696,486,59,2639,101,282
KHM,1997,1658,511,25,2648,98,275
KHM,1998,1639,522,0,2683,97,269
KHM,1999,1589,503,7,2706,94,261
KHM,2000,1531,479,347,2691,91,251
KHM,2001,1519,466,56,2733,90,247
KHM,2002,1532,461,29,2775,90,247
KHM,2003,1497,458,0,2779,88,242
KHM,2004,1462,459,0,2802,87,238
KHM,2005,1418,461,16,2810,85,233
KHM,2006,1340,460,5,2769,81,225
KHM,2007,1298,470,2,2792,80,221
KHM,2008,1245,473,0,2783,78,217
KHM,2009,1199,479,19,2774,76,213
KHM,2010,1183,495,8,2800,75,213
KHM,2011,1136,498,247,2790,74,209
KHM,2012,1136,513,14,2801,74,211
KHM,2013,1109,513,200,2804,73,209
KHM,2014,1113,514,45,2828,73,211
KHM,2015,1108,514,0,2849,74,212
KHM,2016,1098,514,0,2870,73,213
KHM,2017,1075,505,0,2876,73,212
KHM,2018,1065,501,0,2895,72,213
KHM,2019,1048,495,0,2911,72,213
CMR,1990,382,312,0,2434,187,253
CMR,1991,396,378,2,2569,197,264
CMR,1992,412,370,0,2721,209,277
CMR,1993,428,412,0,2862,219,291
CMR,1994,439,417,6,2992,229,303
CMR,1995,448,404,0,3133,241,315
CMR,1996,459,425,0,3293,253,328
CMR,1997,472,449,0,3481,267,343
CMR,1998,485,527,0,3666,281,360
CMR,1999,496,499,24,3830,292,373
CMR,2000,507,522,3,4001,303,388
CMR,2001,508,538,30,4131,308,396
CMR,2002,577,567,0,4442,337,434
CMR,2003,592,581,20,4617,347,447
CMR,2004,592,592,0,4744,353,455
CMR,2005,598,614,2,4895,360,466
CMR,2006,603,647,0,5033,366,477
CMR,2007,594,596,8,5126,367,480
CMR,2008,595,630,9,5212,371,490
CMR,2009,617,672,0,5380,384,510
CMR,2010,650,713,13,5603,399,535
CMR,2011,663,747,0,5779,411,552
CMR,2012,661,773,25,5878,413,557
CMR,2013,671,804,0,6043,422,572
CMR,2014,665,829,0,6169,422,575
CMR,2015,628,831,4,6093,407,560
CMR,2016,662,868,0,6266,419,580
CMR,2017,643,940,3,6310,414,576
CMR,2018,625,899,0,6371,410,574
CMR,2019,609,916,43,6401,406,572
CAN,1990,404,627,26,4282,179,446
CAN,1991,394,642,3,4139,178,428
CAN,1992,377,611,8,4014,177,419
CAN,1993,379,562,6,3939,177,413
CAN,1994,372,560,8,3801,172,399
CAN,1995,371,486,14,3708,162,389
CAN,1996,358,497,19,3600,155,376
CAN,1997,348,419,13,3537,150,370
CAN,1998,344,439,48,3450,144,355
CAN,1999,338,423,21,3397,140,349
CAN,2000,323,426,14,3287,128,333
CAN,2001,318,439,20,3218,122,325
CAN,2002,316,445,7,3196,123,316
CAN,2003,306,433,23,3144,125,306
CAN,2004,299,480,3,3079,123,303
CAN,2005,301,553,7,3060,123,300
CAN,2006,298,546,10,2969,123,295
CAN,2007,293,538,18,2898,127,298
CAN,2008,291,604,21,2776,127,301
CAN,2009,286,557,14,2657,128,294
CAN,2010,285,613,11,2555,127,288
CAN,2011,280,603,19,2443,125,278
CAN,2012,287,605,6,2407,128,277
CAN,2013,285,569,6,2370,130,283
CAN,2014,285,560,11,2354,134,293
CAN,2015,292,580,8,2365,132,286
CAN,2016,298,595,0,2436,135,293
CAN,2017,295,572,2,2452,134,294
CAN,2018,291,559,0,2467,133,300
CAN,2019,288,552,0,2479,132,303
CPV,1990,15,42,0,24,1,10
CPV,1991,15,44,0,24,1,10
CPV,1992,16,46,0,25,1,10
CPV,1993,17,48,0,27,1,11
CPV,1994,18,51,0,29,2,11
CPV,1995,20,53,0,31,2,12
CPV,1996,23,56,0,33,2,13
CPV,1997,27,59,0,35,3,14
CPV,1998,32,60,0,36,3,15
CPV,1999,38,61,0,37,3,15
CPV,2000,41,62,0,36,3,15
CPV,2001,40,65,0,38,3,15
CPV,2002,40,67,0,38,3,15
CPV,2003,39,70,0,39,3,14
CPV,2004,38,72,0,39,3,14
CPV,2005,37,74,0,39,3,14
CPV,2006,37,74,0,38,3,14
CPV,2007,36,74,0,38,3,14
CPV,2008,35,79,0,38,3,13
CPV,2009,34,83,3,39,3,13
CPV,2010,35,89,0,40,3,14
CPV,2011,34,92,0,40,3,14
CPV,2012,35,93,0,40,3,14
CPV,2013,35,93,0,41,3,14
CPV,2014,36,93,0,42,3,14
CPV,2015,35,92,9,43,3,15
CPV,2016,35,91,0,44,3,15
CPV,2017,35,89,0,45,3,15
CPV,2018,35,82,0,46,3,16
CPV,2019,34,81,0,47,3,16
CAF,1990,254,196,0,1438,107,121
CAF,1991,259,205,0,1497,110,124
CAF,1992,260,207,0,1513,110,125
CAF,1993,265,217,0,1585,113,128
CAF,1994,270,220,0,1636,115,130
CAF,1995,272,220,0,1676,117,132
CAF,1996,281,229,7,1798,121,137
CAF,1997,284,230,0,1868,123,139
CAF,1998,291,240,0,2004,126,142
CAF,1999,297,246,0,2165,130,146
CAF,2000,295,244,0,2234,130,147
CAF,2001,299,249,3,2310,132,148
CAF,2002,302,258,0,2408,134,152
CAF,2003,305,263,0,2474,136,153
CAF,2004,307,268,3,2527,138,155
CAF,2005,311,273,1,2582,140,157
CAF,2006,331,282,0,2704,146,164
CAF,2007,339,289,1,2754,148,167
CAF,2008,340,286,0,2764,149,168
CAF,2009,347,297,4,2839,152,172
CAF,2010,355,317,3,2973,156,176
CAF,2011,349,389,1,3029,157,177
CAF,2012,343,319,0,2985,156,175
CAF,2013,340,697,0,3001,157,175
CAF,2014,331,1405,0,2957,155,172
CAF,2015,321,602,1,2949,154,170
CAF,2016,313,550,0,2964,154,169
CAF,2017,312,1428,0,3004,155,169
CAF,2018,305,668,0,3026,155,168
CAF,2019,297,374,0,3045,155,167
TCD,1990,399,332,0,1117,170,235
TCD,1991,404,333,39,1115,173,239
TCD,1992,412,354,0,1163,181,247
TCD,1993,419,385,0,1223,191,258
TCD,1994,438,396,0,1250,198,265
TCD,1995,442,414,2,1291,206,275
TCD,1996,459,453,0,1384,219,291
TCD,1997,477,489,0,1457,231,304
TCD,1998,487,521,0,1525,242,318
TCD,1999,502,550,0,1594,252,331
TCD,2000,510,646,0,1647,261,342
TCD,2001,514,599,100,1696,268,350
TCD,2002,518,619,0,1737,275,358
TCD,2003,523,654,0,1802,282,365
TCD,2004,515,667,0,1817,282,365
TCD,2005,514,689,0,1837,281,365
TCD,2006,525,922,52,1899,291,376
TCD,2007,562,870,29,1992,303,392
TCD,2008,557,764,0,2040,309,399
TCD,2009,567,789,6,2082,314,407
TCD,2010,578,826,24,2149,320,416
TCD,2011,570,847,0,2179,322,419
TCD,2012,572,875,20,2213,325,422
TCD,2013,588,915,0,2312,333,433
TCD,2014,589,960,0,2341,333,435
TCD,2015,602,992,0,2357,340,445
TCD,2016,601,1038,0,2404,343,450
TCD,2017,608,1102,0,2461,348,456
TCD,2018,612,1130,0,2521,353,463
TCD,2019,619,1234,0,2576,358,470
CHL,1990,496,1156,0,2104,72,598
CHL,1991,489,1107,223,2075,62,545
CHL,1992,499,1013,0,2111,60,507
CHL,1993,530,932,120,2205,61,491
CHL,1994,555,883,3,2282,63,477
CHL,1995,586,878,30,2361,62,468
CHL,1996,601,853,0,2425,63,454
CHL,1997,600,831,33,2416,59,451
CHL,1998,592,849,4,2376,54,389
CHL,1999,586,826,0,2349,54,366
CHL,2000,580,775,16,2381,52,364
CHL,2001,591,794,9,2411,54,366
CHL,2002,576,780,21,2352,54,356
CHL,2003,569,778,0,2372,54,359
CHL,2004,546,792,5,2390,53,350
CHL,2005,512,878,58,2367,53,344
CHL,2006,486,860,18,2358,52,343
CHL,2007,469,663,15,2404,52,374
CHL,2008,460,769,10,2395,50,350
CHL,2009,460,746,3,2438,49,385
CHL,2010,427,797,508,2399,44,470
CHL,2011,404,801,1,2354,43,351
CHL,2012,383,765,1,2323,39,345
CHL,2013,372,756,4,2347,38,346
CHL,2014,366,839,3,2324,36,369
CHL,2015,362,821,227,2314,37,333
CHL,2016,356,776,13,2314,37,332
CHL,2017,357,792,31,2319,37,347
CHL,2018,357,795,0,2314,38,339
CHL,2019,356,793,6,2299,38,341
CHN,1990,153773,40143,1324,230499,22496,17289
CHN,1991,150399,39187,2339,226876,21944,17205
CHN,1992,144949,38179,1456,226374,21357,16846
CHN,1993,142119,37525,1573,227370,20976,16377
CHN,1994,138993,38146,3100,233459,20528,16504
CHN,1995,136083,37763,2408,240786,20746,15467
CHN,1996,130813,36192,5615,244790,20913,14665
CHN,1997,124856,34972,1674,248806,20818,14047
CHN,1998,121543,34164,4503,255467,21270,13430
CHN,1999,115349,33074,1706,264540,21346,12925
CHN,2000,111301,31227,679,279743,22376,12911
CHN,2001,105437,29311,922,291418,23392,11924
CHN,2002,100416,27998,1419,301638,24178,11754
CHN,2003,94274,27976,1094,312967,25301,11998
CHN,2004,90532,27869,773,326303,26861,12410
CHN,2005,85898,26579,1029,328533,27533,12271
CHN,2006,79135,25011,1999,324080,27420,11739
CHN,2007,76277,23339,1180,324159,27780,11500
CHN,2008,73624,21775,88421,327299,28939,11363
CHN,2009,72888,20659,611,329237,30105,11346
CHN,2010,70955,18926,7175,327545,30838,11362
CHN,2011,66696,17477,844,315824,30883,11152
CHN,2012,65110,16177,871,300970,30494,10934
CHN,2013,63152,15134,1402,288937,30263,10851
CHN,2014,62733,14194,1684,279949,29957,10766
CHN,2015,61489,13512,551,268987,29323,10738
CHN,2016,61049,13076,1340,262951,29051,10789
CHN,2017,59354,12523,620,257068,28345,10829
CHN,2018,57898,12197,354,253799,27623,10914
CHN,2019,56524,11970,295,250025,27084,11096
COL,1990,1648,24070,43,6833,223,493
COL,1991,1676,27814,154,7346,222,499
COL,1992,1644,28934,23,7573,220,493
COL,1993,1641,29497,261,7818,208,481
COL,1994,1635,28322,166,8051,188,454
COL,1995,1568,26952,131,8185,161,420
COL,1996,1556,27688,23,8380,147,393
COL,1997,1443,27723,65,7999,128,349
COL,1998,1383,29083,55,7774,118,322
COL,1999,1397,30684,913,7697,114,315
COL,2000,1340,33565,212,7336,105,299
COL,2001,1297,34612,97,7064,99,291
COL,2002,1415,39612,134,7709,98,301
COL,2003,1380,26881,160,7290,96,282
COL,2004,1421,24669,61,7324,98,275
COL,2005,1396,20823,135,7103,96,262
COL,2006,1429,20526,262,7287,97,263
COL,2007,1385,19396,312,7162,94,248
COL,2008,1393,19350,163,7270,94,239
COL,2009,1403,19711,116,7601,93,237
COL,2010,1344,18921,458,7479,92,221
COL,2011,1236,18200,588,7179,87,204
COL,2012,1184,17642,173,7256,87,199
COL,2013,1130,16960,102,7314,86,193
COL,2014,1077,15393,127,7343,67,219
COL,2015,1055,15181,180,7557,67,192
COL,2016,1009,16448,28,7466,65,189
COL,2017,994,16783,701,7551,65,190
COL,2018,974,17054,26,7450,64,190
COL,2019,947,17061,14,7408,63,200
COM,1990,18,23,0,100,11,13
COM,1991,19,25,0,104,11,14
COM,1992,20,28,0,111,12,14
COM,1993,20,30,0,114,12,14
COM,1994,20,34,0,119,13,15
COM,1995,20,36,0,122,13,15
COM,1996,20,39,0,125,13,15
COM,1997,20,41,0,124,13,15
COM,1998,19,82,0,115,12,15
COM,1999,18,43,0,112,11,14
COM,2000,18,47,0,113,11,14
COM,2001,17,48,0,110,11,14
COM,2002,16,49,0,109,11,14
COM,2003,16,48,0,105,11,14
COM,2004,16,45,0,114,11,14
COM,2005,17,50,1,122,11,15
COM,2006,16,42,0,110,11,14
COM,2007,18,53,0,129,12,16
COM,2008,19,55,0,134,12,16
COM,2009,17,48,2,121,11,15
COM,2010,14,41,0,106,10,14
COM,2011,15,45,0,114,11,14
COM,2012,14,45,4,114,11,14
COM,2013,14,48,0,118,11,14
COM,2014,17,67,0,149,13,17
COM,2015,17,69,0,150,13,17
COM,2016,16,70,0,150,13,17
COM,2017,16,71,0,151,13,17
COM,2018,15,68,0,153,12,16
COM,2019,14,67,8,151,12,16
COG,1990,131,147,0,942,59,73
COG,1991,130,147,0,946,58,72
COG,1992,131,149,0,965,59,73
COG,1993,129,153,0,994,60,74
COG,1994,139,170,0,1100,63,78
COG,1995,141,174,0,1151,65,80
COG,1996,144,180,0,1224,67,82
COG,1997,149,192,0,1327,69,85
COG,1998,142,180,0,1287,66,82
COG,1999,141,186,2,1360,67,82
COG,2000,135,184,0,1359,65,80
COG,2001,126,176,0,1293,62,77
COG,2002,123,177,0,1278,60,75
COG,2003,123,187,0,1337,62,77
COG,2004,121,190,0,1354,62,77
COG,2005,124,198,1,1398,63,78
COG,2006,121,201,6,1407,63,79
COG,2007,120,207,0,1432,63,80
COG,2008,120,211,0,1449,64,80
COG,2009,119,216,0,1461,65,81
COG,2010,115,217,0,1449,64,81
COG,2011,109,210,0,1418,63,80
COG,2012,110,219,19,1463,65,82
COG,2013,106,221,0,1469,65,83
COG,2014,104,225,0,1478,66,83
COG,2015,100,227,0,1470,66,83
COG,2016,96,231,0,1466,66,83
COG,2017,93,234,0,1479,67,83
COG,2018,90,240,0,1498,68,84
COG,2019,89,245,0,1521,69,85
COK,1990,1,0,1,6,0,0
COK,1991,1,0,0,6,0,0
COK,1992,1,0,0,6,0,0
COK,1993,1,0,0,6,0,0
COK,1994,1,0,0,6,0,0
COK,1995,1,0,0,5,0,0
COK,1996,1,0,0,5,0,0
COK,1997,1,0,19,5,0,0
COK,1998,1,0,0,5,0,0
COK,1999,1,0,0,5,0,0
COK,2000,1,0,0,5,0,0
COK,2001,1,0,0,5,0,0
COK,2002,1,0,0,5,0,0
COK,2003,1,0,0,5,0,0
COK,2004,1,0,0,5,0,0
COK,2005,1,0,0,5,0,0
COK,2006,1,0,0,5,0,0
COK,2007,1,0,0,4,0,0
COK,2008,1,0,0,4,0,0
COK,2009,1,0,0,4,0,0
COK,2010,1,0,0,4,0,0
COK,2011,1,0,0,4,0,0
COK,2012,1,0,0,4,0,0
COK,2013,1,0,0,4,0,0
COK,2014,1,0,0,4,0,0
COK,2015,1,0,0,4,0,0
COK,2016,1,0,0,4,0,0
COK,2017,1,0,0,4,0,0
COK,2018,1,0,0,4,0,0
COK,2019,1,0,0,4,0,0
CRI,1990,174,156,1,512,8,19
CRI,1991,171,156,48,520,8,20
CRI,1992,182,181,0,559,8,22
CRI,1993,177,185,12,565,8,22
CRI,1994,180,206,2,609,9,24
CRI,1995,193,212,0,644,9,24
CRI,1996,183,211,60,623,9,23
CRI,1997,179,213,4,667,10,23
CRI,1998,177,224,13,682,9,22
CRI,1999,175,240,17,718,10,22
CRI,2000,154,237,2,689,9,47
CRI,2001,156,243,1,695,9,19
CRI,2002,156,247,11,698,8,19
CRI,2003,152,281,3,699,8,19
CRI,2004,149,280,10,707,8,21
CRI,2005,137,299,6,657,8,20
CRI,2006,143,336,0,713,8,19
CRI,2007,126,317,19,659,7,17
CRI,2008,128,378,12,676,7,17
CRI,2009,119,412,22,653,7,16
CRI,2010,133,467,51,720,8,19
CRI,2011,128,451,4,701,8,18
CRI,2012,126,436,7,723,8,18
CRI,2013,122,452,0,726,8,18
CRI,2014,122,488,1,746,8,19
CRI,2015,131,558,0,800,8,20
CRI,2016,137,590,9,872,9,20
CRI,2017,140,546,13,872,9,21
CRI,2018,134,516,1,853,9,21
CRI,2019,132,503,0,841,28,21
CIV,1990,503,1054,0,1921,249,350
CIV,1991,517,1106,0,2009,260,361
CIV,1992,519,1163,0,2107,273,373
CIV,1993,540,1250,0,2246,288,390
CIV,1994,559,1334,0,2381,305,407
CIV,1995,580,1443,0,2506,320,421
CIV,1996,584,1480,28,2603,331,430
CIV,1997,576,1540,0,2676,340,438
CIV,1998,584,1615,0,2769,349,448
CIV,1999,599,1663,0,2851,356,454
CIV,2000,596,1743,0,2916,360,460
CIV,2001,602,1747,0,2964,363,463
CIV,2002,603,1818,0,2996,364,466
CIV,2003,610,1961,0,3053,367,468
CIV,2004,616,2008,0,3089,370,473
CIV,2005,617,1973,0,3096,369,473
CIV,2006,649,1851,0,3155,386,487
CIV,2007,647,1866,0,3162,377,487
CIV,2008,647,1862,6,3155,376,486
CIV,2009,658,1906,27,3193,379,493
CIV,2010,657,1984,18,3223,381,498
CIV,2011,639,2054,0,3236,377,495
CIV,2012,676,2071,0,3324,391,515
CIV,2013,687,2187,0,3445,407,540
CIV,2014,713,2263,46,3488,411,548
CIV,2015,702,2289,16,3492,413,555
CIV,2016,669,2308,20,3406,393,533
CIV,2017,626,2269,15,3369,380,519
CIV,2018,609,2323,20,3404,377,520
CIV,2019,581,2307,0,3353,367,510
HRV,1990,140,152,0,1005,48,71
HRV,1991,133,175,1,932,45,65
HRV,1992,139,216,0,899,42,63
HRV,1993,134,216,0,843,41,61
HRV,1994,133,183,1,814,40,59
HRV,1995,128,175,2,823,37,59
HRV,1996,126,156,0,799,37,60
HRV,1997,126,149,0,787,35,59
HRV,1998,121,150,0,746,32,61
HRV,1999,116,135,1,726,30,58
HRV,2000,110,120,0,704,29,67
HRV,2001,106,98,0,697,29,57
HRV,2002,100,82,0,687,29,56
HRV,2003,97,85,0,690,30,54
HRV,2004,90,83,0,645,29,50
HRV,2005,92,70,2,644,28,51
HRV,2006,91,80,0,619,25,49
HRV,2007,96,71,0,619,24,66
HRV,2008,98,77,1,610,24,50
HRV,2009,94,62,1,549,22,48
HRV,2010,93,59,1,504,21,45
HRV,2011,91,55,0,482,21,46
HRV,2012,91,56,0,457,21,43
HRV,2013,86,49,0,417,19,40
HRV,2014,85,43,2,401,19,40
HRV,2015,87,45,1,402,19,41
HRV,2016,82,48,0,375,17,36
HRV,2017,79,46,0,373,18,37
HRV,2018,78,46,0,374,18,37
HRV,2019,77,47,0,372,18,38
CUB,1990,451,895,4,2520,40,185
CUB,1991,454,904,0,2514,40,184
CUB,1992,450,814,0,2502,40,185
CUB,1993,443,861,51,2517,41,187
CUB,1994,440,919,14,2536,42,182
CUB,1995,421,832,2,2445,43,174
CUB,1996,383,736,3,2294,42,160
CUB,1997,372,746,0,2181,44,151
CUB,1998,368,792,4,2079,41,144
CUB,1999,353,658,12,1946,39,136
